Code région;Nom de la région;Code département;Code arrondissement;Code canton;Code commune;Nom de la commune;Population municipale;Population comptée à part;Population totale;
28;Normandie;14;3;04;524;Putot-en-Auge;298;5;303;
28;Normandie;14;3;15;528;Quetteville;375;9;384;
28;Normandie;14;1;02;529;Ranchy;241;3;244;
28;Normandie;14;3;04;530;Ranville;1 776;34;1 810;
28;Normandie;14;2;13;531;Rapilly;47;0;47;
28;Normandie;14;3;19;533;Repentigny;89;3;92;
28;Normandie;14;3;21;534;Reux;418;6;424;
28;Normandie;14;2;03;535;Reviers;572;13;585;
28;Normandie;14;3;15;536;La Rivière-Saint-Sauveur;2 515;37;2 552;
28;Normandie;14;2;12;538;Rocquancourt;884;9;893;
28;Normandie;14;3;21;540;Rocques;289;14;303;
28;Normandie;14;3;19;541;La Roque-Baignard;115;1;116;
28;Normandie;14;2;03;542;Rosel;554;12;566;
28;Normandie;14;2;03;543;Rots;2 408;70;2 478;
28;Normandie;14;2;13;546;Rouvres;216;2;218;
28;Normandie;14;1;23;547;Rubercy;166;3;169;
28;Normandie;14;3;19;550;Rumesnil;102;3;105;
28;Normandie;14;1;02;552;Ryes;511;17;528;
28;Normandie;14;2;12;554;Saint-Aignan-de-Cramesnil;569;5;574;
28;Normandie;14;3;21;555;Saint-André-d'Hébertot;440;7;447;
28;Normandie;14;2;09;556;Saint-André-sur-Orne;1 817;25;1 842;
28;Normandie;14;3;21;557;Saint-Arnoult;1 182;33;1 215;
28;Normandie;14;2;20;558;Saint-Aubin-d'Arquenay;972;14;986;
28;Normandie;14;4;25;559;Saint-Aubin-des-Bois;237;3;240;
28;Normandie;14;2;11;562;Saint-Aubin-sur-Mer;2 405;41;2 446;
28;Normandie;14;3;21;563;Saint-Benoît-d'Hébertot;422;11;433;
28;Normandie;14;1;11;565;Saint-Côme-de-Fresné;265;14;279;
28;Normandie;14;2;06;566;Saint-Contest;2 510;53;2 563;
28;Normandie;14;3;18;571;Saint-Denis-de-Mailloc;298;4;302;
28;Normandie;14;4;10;572;Saint-Denis-de-Méré;837;12;849;
28;Normandie;14;3;19;574;Saint-Désir;1 696;107;1 803;
28;Normandie;14;3;21;575;Saint-Étienne-la-Thillaye;433;28;461;
28;Normandie;14;3;15;578;Saint-Gatien-des-Bois;1 290;29;1 319;
28;Normandie;14;3;19;582;Saint-Germain-de-Livet;769;15;784;
28;Normandie;14;1;23;586;Saint-Germain-du-Pert;180;1;181;
28;Normandie;14;2;06;587;Saint-Germain-la-Blanche-Herbe;2 310;43;2 353;
28;Normandie;14;2;13;588;Saint-Germain-Langot;320;4;324;
28;Normandie;14;2;22;589;Saint-Germain-le-Vasson;946;8;954;
28;Normandie;14;3;21;593;Saint-Hymer;645;12;657;
28;Normandie;14;3;19;595;Saint-Jean-de-Livet;209;4;213;
28;Normandie;14;3;04;598;Saint-Jouin;204;3;207;
28;Normandie;14;3;21;601;Saint-Julien-sur-Calonne;164;4;168;
28;Normandie;14;2;22;602;Saint-Lambert;278;2;280;
28;Normandie;14;2;22;603;Saint-Laurent-de-Condel;492;7;499;
28;Normandie;14;3;19;604;Saint-Laurent-du-Mont;189;7;196;
28;Normandie;14;1;23;605;Saint-Laurent-sur-Mer;254;8;262;
28;Normandie;14;3;04;606;Saint-Léger-Dubosq;168;2;170;
28;Normandie;14;4;01;607;Saint-Louet-sur-Seulles;150;3;153;
28;Normandie;14;1;02;609;Saint-Loup-Hors;481;8;489;
28;Normandie;14;2;03;610;Saint-Manvieu-Norrey;1 942;114;2 056;
28;Normandie;14;1;23;613;Saint-Marcouf;101;2;103;
28;Normandie;14;3;21;620;Saint-Martin-aux-Chartrains;411;11;422;
28;Normandie;14;3;18;621;Saint-Martin-de-Bienfaite-la-Cressonnière;461;7;468;
28;Normandie;14;1;23;622;Saint-Martin-de-Blagny;133;6;139;
28;Normandie;14;2;12;623;Saint-Martin-de-Fontenay;2 603;18;2 621;
28;Normandie;14;3;17;625;Saint-Martin-de-la-Lieue;783;13;796;
28;Normandie;14;3;19;626;Saint-Martin-de-Mailloc;891;20;911;
28;Normandie;14;2;13;627;Saint-Martin-de-Mieux;440;9;449;
28;Normandie;14;1;02;630;Saint-Martin-des-Entrées;698;15;713;
28;Normandie;14;2;22;635;Saint-Omer;180;2;182;
28;Normandie;14;2;24;637;Saint-Ouen-du-Mesnil-Oger;211;0;211;
28;Normandie;14;3;19;639;Saint-Ouen-le-Pin;260;13;273;
28;Normandie;14;2;24;640;Saint-Pair;220;2;222;
28;Normandie;14;1;23;643;Saint-Paul-du-Vernay;811;16;827;
28;Normandie;14;3;21;644;Saint-Philbert-des-Champs;637;15;652;
28;Normandie;14;3;21;645;Saint-Pierre-Azif;164;4;168;
28;Normandie;14;2;13;646;Saint-Pierre-Canivet;401;3;404;
28;Normandie;14;3;19;648;Saint-Pierre-des-Ifs;456;17;473;
28;Normandie;14;2;13;649;Saint-Pierre-du-Bû;475;10;485;
28;Normandie;14;4;01;650;Saint-Pierre-du-Fresne;197;2;199;
28;Normandie;14;2;24;651;Saint-Pierre-du-Jonquet;232;1;233;
28;Normandie;14;1;23;652;Saint-Pierre-du-Mont;80;1;81;
28;Normandie;14;3;18;654;Saint-Pierre-en-Auge;7 825;303;8 128;
28;Normandie;14;2;22;656;Saint-Rémy;1 008;17;1 025;
28;Normandie;14;3;24;657;Saint-Samson;305;5;310;
28;Normandie;14;2;22;659;Saint-Sylvain;1 439;12;1 451;
28;Normandie;14;3;04;660;Saint-Vaast-en-Auge;95;3;98;
28;Normandie;14;1;03;661;Saint-Vaast-sur-Seulles;140;4;144;
28;Normandie;14;1;02;663;Saint-Vigor-le-Grand;2 402;50;2 452;
28;Normandie;14;1;11;569;Sainte-Croix-sur-Mer;251;6;257;
28;Normandie;14;1;23;590;Sainte-Honorine-de-Ducy;128;3;131;
28;Normandie;14;2;12;592;Sainte-Honorine-du-Fay;1 344;18;1 362;
28;Normandie;14;1;23;614;Sainte-Marguerite-d'Elle;769;13;782;
28;Normandie;14;4;25;619;Sainte-Marie-Outre-l'Eau;122;1;123;
28;Normandie;14;2;24;712;Saline;5 468;141;5 609;
28;Normandie;14;1;23;664;Sallen;297;7;304;
28;Normandie;14;3;04;665;Sallenelles;299;3;302;
28;Normandie;14;1;23;667;Saon;230;4;234;
28;Normandie;14;1;23;668;Saonnet;298;3;301;
28;Normandie;14;2;13;669;Sassy;212;3;215;
28;Normandie;14;4;01;579;Seulline;1 331;18;1 349;
28;Normandie;14;2;22;674;Soignolles;122;3;125;
28;Normandie;14;2;12;675;Soliers;2 087;25;2 112;
28;Normandie;14;1;02;676;Sommervieu;1 003;24;1 027;
28;Normandie;14;2;13;677;Soulangy;249;6;255;
28;Normandie;14;4;10;061;Souleuvre en Bocage;8 789;154;8 943;
28;Normandie;14;2;13;678;Soumont-Saint-Quentin;541;7;548;
28;Normandie;14;1;02;679;Subles;675;20;695;
28;Normandie;14;1;02;680;Sully;140;7;147;
28;Normandie;14;1;23;681;Surrain;158;3;161;
28;Normandie;14;3;21;682;Surville;433;22;455;
28;Normandie;14;4;10;357;Terres de Druance;966;32;998;
28;Normandie;14;1;03;684;Tessel;247;6;253;
28;Normandie;14;2;03;685;Thaon;1 503;31;1 534;
28;Normandie;14;3;15;687;Le Theil-en-Auge;182;5;187;
28;Normandie;14;2;03;098;Thue et Mue;5 762;95;5 857;
28;Normandie;14;2;12;691;Tilly-la-Campagne;189;6;195;
28;Normandie;14;1;03;692;Tilly-sur-Seulles;1 695;22;1 717;
28;Normandie;14;3;21;694;Le Torquesne;508;15;523;
28;Normandie;14;3;24;698;Touffréville;345;7;352;
28;Normandie;14;3;15;699;Touques;3 719;74;3 793;
28;Normandie;14;1;23;700;Tour-en-Bessin;653;11;664;
28;Normandie;14;3;21;701;Tourgéville;809;24;833;
28;Normandie;14;2;22;703;Tournebu;350;10;360;
28;Normandie;14;1;23;705;Tournières;153;2;155;
28;Normandie;14;3;21;706;Tourville-en-Auge;240;11;251;
28;Normandie;14;2;05;707;Tourville-sur-Odon;1 026;17;1 043;
28;Normandie;14;4;01;708;Tracy-Bocage;305;7;312;
28;Normandie;14;1;02;709;Tracy-sur-Mer;338;7;345;
28;Normandie;14;2;13;710;Tréprel;106;0;106;
28;Normandie;14;1;23;711;Trévières;926;11;937;
28;Normandie;14;2;22;713;Trois-Monts;427;8;435;
28;Normandie;14;1;23;714;Le Tronquay;773;10;783;
28;Normandie;14;3;15;715;Trouville-sur-Mer;4 642;142;4 784;
28;Normandie;14;1;23;716;Trungy;218;3;221;
28;Normandie;14;2;22;719;Urville;655;7;662;
28;Normandie;14;2;13;720;Ussy;879;23;902;
28;Normandie;14;2;12;721;Vacognes-Neuilly;617;10;627;
28;Normandie;14;4;01;475;Val d'Arry;2 272;49;2 321;
28;Normandie;14;4;01;672;Val de Drôme;847;14;861;
28;Normandie;14;3;18;576;Val-de-Vie;548;17;565;
28;Normandie;14;2;24;005;Valambray;1 767;24;1 791;
28;Normandie;14;4;10;726;Valdallière;6 054;119;6 173;
28;Normandie;14;3;18;570;Valorbiquet;2 507;44;2 551;
28;Normandie;14;3;19;723;Valsemé;278;12;290;
28;Normandie;14;3;04;724;Varaville;956;20;976;
28;Normandie;14;1;02;728;Vaucelles;401;12;413;
28;Normandie;14;3;21;731;Vauville;190;15;205;
28;Normandie;14;1;02;732;Vaux-sur-Aure;350;8;358;
28;Normandie;14;1;02;733;Vaux-sur-Seulles;302;7;309;
28;Normandie;14;1;03;734;Vendes;313;5;318;
28;Normandie;14;2;18;735;Vendeuvre;752;10;762;
28;Normandie;14;1;11;739;Ver-sur-Mer;1 605;41;1 646;
28;Normandie;14;2;13;737;Versainville;461;8;469;
28;Normandie;14;2;05;738;Verson;3 557;53;3 610;
28;Normandie;14;3;18;740;La Vespière-Friardel;1 211;19;1 230;
28;Normandie;14;2;22;741;Le Vey;115;3;118;
28;Normandie;14;2;13;742;Vicques;70;0;70;
28;Normandie;14;3;19;743;Victot-Pontfol;117;3;120;
28;Normandie;14;1;02;744;Vienne-en-Bessin;299;4;303;
28;Normandie;14;1;23;745;Vierville-sur-Mer;236;5;241;
28;Normandie;14;2;12;747;Vieux;701;8;709;
28;Normandie;14;3;21;748;Vieux-Bourg;83;1;84;
28;Normandie;14;2;13;751;Vignats;281;7;288;
28;Normandie;14;4;01;752;Villers-Bocage;3 110;34;3 144;
28;Normandie;14;2;13;753;Villers-Canivet;791;20;811;
28;Normandie;14;3;21;754;Villers-sur-Mer;2 694;71;2 765;
28;Normandie;14;3;15;755;Villerville;660;16;676;
28;Normandie;14;4;10;756;La Villette;223;3;226;
28;Normandie;14;2;06;758;Villons-les-Buissons;728;23;751;
28;Normandie;14;4;01;760;Villy-Bocage;802;16;818;
28;Normandie;14;2;13;759;Villy-lez-Falaise;275;8;283;
28;Normandie;14;2;24;761;Vimont;710;7;717;
28;Normandie;14;4;25;762;Vire Normandie;17 425;878;18 303;
84;Auvergne-Rhône-Alpes;15;3;07;025;Albepierre-Bredons;243;6;249;
84;Auvergne-Rhône-Alpes;15;3;07;001;Allanche;776;8;784;
84;Auvergne-Rhône-Alpes;15;3;09;002;Alleuze;212;5;217;
84;Auvergne-Rhône-Alpes;15;2;05;003;Ally;612;15;627;
84;Auvergne-Rhône-Alpes;15;3;11;004;Andelat;461;7;468;
84;Auvergne-Rhône-Alpes;15;3;09;005;Anglards-de-Saint-Flour;347;16;363;
84;Auvergne-Rhône-Alpes;15;2;05;006;Anglards-de-Salers;781;27;808;
84;Auvergne-Rhône-Alpes;15;3;09;007;Anterrieux;122;7;129;
84;Auvergne-Rhône-Alpes;15;2;15;008;Antignac;282;4;286;
84;Auvergne-Rhône-Alpes;15;2;10;009;Apchon;187;6;193;
84;Auvergne-Rhône-Alpes;15;2;15;010;Arches;176;7;183;
84;Auvergne-Rhône-Alpes;15;1;13;011;Arnac;163;2;165;
84;Auvergne-Rhône-Alpes;15;1;01;012;Arpajon-sur-Cère;6 263;289;6 552;
84;Auvergne-Rhône-Alpes;15;3;11;013;Auriac-l'Église;158;0;158;
84;Auvergne-Rhône-Alpes;15;1;98;014;Aurillac;25 954;1 705;27 659;
84;Auvergne-Rhône-Alpes;15;2;10;015;Auzers;163;8;171;
84;Auvergne-Rhône-Alpes;15;1;13;016;Ayrens;664;12;676;
84;Auvergne-Rhône-Alpes;15;1;14;017;Badailhac;135;3;138;
84;Auvergne-Rhône-Alpes;15;2;05;018;Barriac-les-Bosquets;127;5;132;
84;Auvergne-Rhône-Alpes;15;2;15;019;Bassignac;227;4;231;
84;Auvergne-Rhône-Alpes;15;2;15;020;Beaulieu;92;4;96;
84;Auvergne-Rhône-Alpes;15;1;08;269;Besse;124;2;126;
84;Auvergne-Rhône-Alpes;15;1;06;021;Boisset;633;15;648;
84;Auvergne-Rhône-Alpes;15;3;11;022;Bonnac;165;6;171;
84;Auvergne-Rhône-Alpes;15;2;05;024;Brageac;73;0;73;
84;Auvergne-Rhône-Alpes;15;3;12;026;Brezons;188;1;189;
84;Auvergne-Rhône-Alpes;15;1;01;027;Calvinet;488;11;499;
84;Auvergne-Rhône-Alpes;15;1;14;028;Carlat;352;9;361;
84;Auvergne-Rhône-Alpes;15;1;01;029;Cassaniouze;539;13;552;
84;Auvergne-Rhône-Alpes;15;1;13;030;Cayrols;294;8;302;
84;Auvergne-Rhône-Alpes;15;3;09;032;Celoux;66;1;67;
84;Auvergne-Rhône-Alpes;15;3;12;033;Cézens;221;4;225;
84;Auvergne-Rhône-Alpes;15;3;09;034;Chaliers;168;8;176;
84;Auvergne-Rhône-Alpes;15;2;05;036;Chalvignac;457;11;468;
84;Auvergne-Rhône-Alpes;15;2;15;037;Champagnac;1 089;47;1 136;
84;Auvergne-Rhône-Alpes;15;2;15;038;Champs-sur-Tarentaine-Marchal;1 061;29;1 090;
84;Auvergne-Rhône-Alpes;15;3;10;040;Chanterelle;94;7;101;
84;Auvergne-Rhône-Alpes;15;3;07;041;La Chapelle-d'Alagnon;247;7;254;
84;Auvergne-Rhône-Alpes;15;3;11;042;La Chapelle-Laurent;280;2;282;
84;Auvergne-Rhône-Alpes;15;3;07;043;Charmensac;84;2;86;
84;Auvergne-Rhône-Alpes;15;3;09;045;Chaudes-Aigues;886;26;912;
84;Auvergne-Rhône-Alpes;15;2;05;046;Chaussenac;220;3;223;
84;Auvergne-Rhône-Alpes;15;3;09;048;Chazelles;36;0;36;
84;Auvergne-Rhône-Alpes;15;3;07;049;Cheylade;229;8;237;
84;Auvergne-Rhône-Alpes;15;3;07;050;Le Claux;187;7;194;
84;Auvergne-Rhône-Alpes;15;3;09;051;Clavières;211;4;215;
84;Auvergne-Rhône-Alpes;15;2;10;052;Collandres;149;10;159;
84;Auvergne-Rhône-Alpes;15;3;11;053;Coltines;462;16;478;
84;Auvergne-Rhône-Alpes;15;3;10;054;Condat;1 006;28;1 034;
84;Auvergne-Rhône-Alpes;15;3;11;055;Coren;426;12;438;
84;Auvergne-Rhône-Alpes;15;1;08;056;Crandelles;828;21;849;
84;Auvergne-Rhône-Alpes;15;1;13;057;Cros-de-Montvert;198;4;202;
84;Auvergne-Rhône-Alpes;15;1;14;058;Cros-de-Ronesque;142;2;144;
84;Auvergne-Rhône-Alpes;15;3;12;059;Cussac;130;3;133;
84;Auvergne-Rhône-Alpes;15;3;09;060;Deux-Verges;50;2;52;
84;Auvergne-Rhône-Alpes;15;3;07;061;Dienne;273;4;277;
84;Auvergne-Rhône-Alpes;15;2;05;063;Drugeac;346;10;356;
84;Auvergne-Rhône-Alpes;15;2;05;064;Escorailles;78;1;79;
84;Auvergne-Rhône-Alpes;15;3;09;065;Espinasse;80;2;82;
84;Auvergne-Rhône-Alpes;15;2;10;066;Le Falgoux;124;6;130;
84;Auvergne-Rhône-Alpes;15;2;05;067;Le Fau;30;1;31;
84;Auvergne-Rhône-Alpes;15;3;11;069;Ferrières-Saint-Mary;244;2;246;
84;Auvergne-Rhône-Alpes;15;2;05;070;Fontanges;202;4;206;
84;Auvergne-Rhône-Alpes;15;1;08;072;Freix-Anglards;213;3;216;
84;Auvergne-Rhône-Alpes;15;3;09;073;Fridefont;108;2;110;
84;Auvergne-Rhône-Alpes;15;1;14;074;Giou-de-Mamou;774;23;797;
84;Auvergne-Rhône-Alpes;15;1;08;075;Girgols;77;3;80;
84;Auvergne-Rhône-Alpes;15;1;13;076;Glénat;177;3;180;
84;Auvergne-Rhône-Alpes;15;3;12;077;Gourdièges;57;0;57;
84;Auvergne-Rhône-Alpes;15;3;09;078;Jabrun;158;2;160;
84;Auvergne-Rhône-Alpes;15;2;15;079;Jaleyrac;366;12;378;
84;Auvergne-Rhône-Alpes;15;1;14;081;Jou-sous-Monjou;106;1;107;
84;Auvergne-Rhône-Alpes;15;3;07;080;Joursac;147;4;151;
84;Auvergne-Rhône-Alpes;15;1;01;082;Junhac;310;11;321;
84;Auvergne-Rhône-Alpes;15;1;08;083;Jussac;2 016;53;2 069;
84;Auvergne-Rhône-Alpes;15;1;01;084;Labesserette;293;8;301;
84;Auvergne-Rhône-Alpes;15;1;14;085;Labrousse;505;13;518;
84;Auvergne-Rhône-Alpes;15;3;12;086;Lacapelle-Barrès;59;3;62;
84;Auvergne-Rhône-Alpes;15;1;01;087;Lacapelle-del-Fraisse;336;7;343;
84;Auvergne-Rhône-Alpes;15;1;13;088;Lacapelle-Viescamp;513;9;522;
84;Auvergne-Rhône-Alpes;15;1;01;089;Ladinhac;464;6;470;
84;Auvergne-Rhône-Alpes;15;1;01;090;Lafeuillade-en-Vézie;597;26;623;
84;Auvergne-Rhône-Alpes;15;3;07;091;Landeyrat;92;6;98;
84;Auvergne-Rhône-Alpes;15;2;15;092;Lanobre;1 424;42;1 466;
84;Auvergne-Rhône-Alpes;15;1;01;093;Lapeyrugue;106;3;109;
84;Auvergne-Rhône-Alpes;15;1;13;094;Laroquebrou;888;16;904;
84;Auvergne-Rhône-Alpes;15;1;08;095;Laroquevieille;349;4;353;
84;Auvergne-Rhône-Alpes;15;1;14;096;Lascelle;299;8;307;
84;Auvergne-Rhône-Alpes;15;3;11;097;Lastic;128;0;128;
84;Auvergne-Rhône-Alpes;15;3;11;098;Laurie;91;1;92;
84;Auvergne-Rhône-Alpes;15;3;07;100;Laveissenet;129;3;132;
84;Auvergne-Rhône-Alpes;15;3;07;101;Laveissière;534;13;547;
84;Auvergne-Rhône-Alpes;15;3;07;102;Lavigerie;105;0;105;
84;Auvergne-Rhône-Alpes;15;1;01;103;Leucamp;234;3;237;
84;Auvergne-Rhône-Alpes;15;1;06;104;Leynhac;348;5;353;
84;Auvergne-Rhône-Alpes;15;3;11;105;Leyvaux;37;3;40;
84;Auvergne-Rhône-Alpes;15;3;09;106;Lieutadès;165;6;171;
84;Auvergne-Rhône-Alpes;15;3;09;107;Lorcières;175;3;178;
84;Auvergne-Rhône-Alpes;15;3;10;110;Lugarde;147;6;153;
84;Auvergne-Rhône-Alpes;15;2;15;111;Madic;207;10;217;
84;Auvergne-Rhône-Alpes;15;3;12;112;Malbo;100;5;105;
84;Auvergne-Rhône-Alpes;15;1;14;113;Mandailles-Saint-Julien;187;2;189;
84;Auvergne-Rhône-Alpes;15;3;10;114;Marcenat;510;8;518;
84;Auvergne-Rhône-Alpes;15;3;10;116;Marchastel;153;11;164;
84;Auvergne-Rhône-Alpes;15;1;06;117;Marcolès;593;52;645;
84;Auvergne-Rhône-Alpes;15;1;08;118;Marmanhac;721;29;750;
84;Auvergne-Rhône-Alpes;15;3;11;119;Massiac;1 718;100;1 818;
84;Auvergne-Rhône-Alpes;15;2;05;120;Mauriac;3 667;259;3 926;
84;Auvergne-Rhône-Alpes;15;3;09;121;Maurines;109;0;109;
84;Auvergne-Rhône-Alpes;15;1;06;122;Maurs;2 164;85;2 249;
84;Auvergne-Rhône-Alpes;15;2;10;123;Méallet;173;4;177;
84;Auvergne-Rhône-Alpes;15;2;10;124;Menet;567;15;582;
84;Auvergne-Rhône-Alpes;15;3;11;125;Mentières;124;3;127;
84;Auvergne-Rhône-Alpes;15;3;11;126;Molèdes;98;2;100;
84;Auvergne-Rhône-Alpes;15;3;11;127;Molompize;288;3;291;
84;Auvergne-Rhône-Alpes;15;2;15;128;La Monselie;106;4;110;
84;Auvergne-Rhône-Alpes;15;3;10;129;Montboudif;189;7;196;
84;Auvergne-Rhône-Alpes;15;3;11;130;Montchamp;136;4;140;
84;Auvergne-Rhône-Alpes;15;2;15;131;Le Monteil;278;12;290;
84;Auvergne-Rhône-Alpes;15;3;10;132;Montgreleix;44;1;45;
84;Auvergne-Rhône-Alpes;15;1;06;133;Montmurat;134;1;135;
84;Auvergne-Rhône-Alpes;15;1;01;134;Montsalvy;839;10;849;
84;Auvergne-Rhône-Alpes;15;1;13;135;Montvert;118;2;120;
84;Auvergne-Rhône-Alpes;15;1;06;136;Mourjou;325;3;328;
84;Auvergne-Rhône-Alpes;15;2;10;137;Moussages;272;6;278;
84;Auvergne-Rhône-Alpes;15;3;07;138;Murat;1 915;101;2 016;
84;Auvergne-Rhône-Alpes;15;3;12;139;Narnhac;74;0;74;
84;Auvergne-Rhône-Alpes;15;1;08;140;Naucelles;1 996;48;2 044;
84;Auvergne-Rhône-Alpes;15;3;07;141;Neussargues en Pinatelle;1 844;29;1 873;
84;Auvergne-Rhône-Alpes;15;3;89;142;Neuvéglise-sur-Truyère;1 753;44;1 797;
84;Auvergne-Rhône-Alpes;15;1;13;143;Nieudan;108;1;109;
84;Auvergne-Rhône-Alpes;15;1;13;144;Omps;349;9;358;
84;Auvergne-Rhône-Alpes;15;1;14;146;Pailherols;130;4;134;
84;Auvergne-Rhône-Alpes;15;1;13;147;Parlan;431;13;444;
84;Auvergne-Rhône-Alpes;15;3;12;148;Paulhac;405;23;428;
84;Auvergne-Rhône-Alpes;15;3;12;149;Paulhenc;249;2;251;
84;Auvergne-Rhône-Alpes;15;3;07;151;Peyrusse;154;0;154;
84;Auvergne-Rhône-Alpes;15;3;12;152;Pierrefort;903;23;926;
84;Auvergne-Rhône-Alpes;15;2;05;153;Pleaux;1 503;38;1 541;
84;Auvergne-Rhône-Alpes;15;1;14;154;Polminhac;1 151;26;1 177;
84;Auvergne-Rhône-Alpes;15;3;07;155;Pradiers;89;2;91;
84;Auvergne-Rhône-Alpes;15;1;01;156;Prunet;662;14;676;
84;Auvergne-Rhône-Alpes;15;1;06;157;Quézac;328;41;369;
84;Auvergne-Rhône-Alpes;15;3;09;158;Rageade;97;2;99;
84;Auvergne-Rhône-Alpes;15;1;14;159;Raulhac;276;7;283;
84;Auvergne-Rhône-Alpes;15;1;08;160;Reilhac;1 100;29;1 129;
84;Auvergne-Rhône-Alpes;15;3;11;161;Rézentières;112;2;114;
84;Auvergne-Rhône-Alpes;15;2;10;162;Riom-ès-Montagnes;2 520;64;2 584;
84;Auvergne-Rhône-Alpes;15;1;06;163;Roannes-Saint-Mary;1 078;26;1 104;
84;Auvergne-Rhône-Alpes;15;3;11;164;Roffiac;611;18;629;
84;Auvergne-Rhône-Alpes;15;1;13;165;Rouffiac;206;5;211;
84;Auvergne-Rhône-Alpes;15;1;13;268;Le Rouget-Pers;1 258;24;1 282;
84;Auvergne-Rhône-Alpes;15;1;13;166;Roumégoux;312;10;322;
84;Auvergne-Rhône-Alpes;15;1;06;167;Rouziers;121;1;122;
84;Auvergne-Rhône-Alpes;15;3;09;168;Ruynes-en-Margeride;687;24;711;
84;Auvergne-Rhône-Alpes;15;2;15;169;Saignes;845;24;869;
84;Auvergne-Rhône-Alpes;15;3;10;170;Saint-Amandin;227;4;231;
84;Auvergne-Rhône-Alpes;15;1;06;172;Saint-Antoine;112;1;113;
84;Auvergne-Rhône-Alpes;15;3;10;173;Saint-Bonnet-de-Condat;116;3;119;
84;Auvergne-Rhône-Alpes;15;2;05;174;Saint-Bonnet-de-Salers;281;6;287;
84;Auvergne-Rhône-Alpes;15;1;08;175;Saint-Cernin;1 073;27;1 100;
84;Auvergne-Rhône-Alpes;15;2;08;176;Saint-Chamant;237;7;244;
84;Auvergne-Rhône-Alpes;15;1;14;178;Saint-Cirgues-de-Jordanne;133;5;138;
84;Auvergne-Rhône-Alpes;15;1;08;179;Saint-Cirgues-de-Malbert;250;4;254;
84;Auvergne-Rhône-Alpes;15;1;14;180;Saint-Clément;75;1;76;
84;Auvergne-Rhône-Alpes;15;1;06;181;Saint-Constant-Fournoulès;619;16;635;
84;Auvergne-Rhône-Alpes;15;1;13;182;Saint-Étienne-Cantalès;134;2;136;
84;Auvergne-Rhône-Alpes;15;1;14;183;Saint-Étienne-de-Carlat;136;2;138;
84;Auvergne-Rhône-Alpes;15;2;10;185;Saint-Étienne-de-Chomeil;215;9;224;
84;Auvergne-Rhône-Alpes;15;1;06;184;Saint-Étienne-de-Maurs;784;12;796;
84;Auvergne-Rhône-Alpes;15;3;99;187;Saint-Flour;6 504;557;7 061;
84;Auvergne-Rhône-Alpes;15;3;09;188;Saint-Georges;1 178;30;1 208;
84;Auvergne-Rhône-Alpes;15;1;13;189;Saint-Gérons;214;6;220;
84;Auvergne-Rhône-Alpes;15;2;10;190;Saint-Hippolyte;116;4;120;
84;Auvergne-Rhône-Alpes;15;1;08;191;Saint-Illide;656;10;666;
84;Auvergne-Rhône-Alpes;15;1;14;192;Saint-Jacques-des-Blats;349;5;354;
84;Auvergne-Rhône-Alpes;15;1;06;194;Saint-Julien-de-Toursac;118;4;122;
84;Auvergne-Rhône-Alpes;15;1;06;196;Saint-Mamet-la-Salvetat;1 548;43;1 591;
84;Auvergne-Rhône-Alpes;15;3;09;199;Saint-Martial;81;1;82;
84;Auvergne-Rhône-Alpes;15;2;05;200;Saint-Martin-Cantalès;148;4;152;
84;Auvergne-Rhône-Alpes;15;3;12;201;Saint-Martin-sous-Vigouroux;240;7;247;
84;Auvergne-Rhône-Alpes;15;2;05;202;Saint-Martin-Valmeroux;763;18;781;
84;Auvergne-Rhône-Alpes;15;3;11;203;Saint-Mary-le-Plain;158;5;163;
84;Auvergne-Rhône-Alpes;15;2;05;205;Saint-Paul-de-Salers;105;5;110;
84;Auvergne-Rhône-Alpes;15;1;13;204;Saint-Paul-des-Landes;1 536;45;1 581;
84;Auvergne-Rhône-Alpes;15;2;15;206;Saint-Pierre;135;5;140;
84;Auvergne-Rhône-Alpes;15;3;11;207;Saint-Poncy;351;12;363;
84;Auvergne-Rhône-Alpes;15;2;08;208;Saint-Projet-de-Salers;138;1;139;
84;Auvergne-Rhône-Alpes;15;3;09;209;Saint-Rémy-de-Chaudes-Aigues;117;4;121;
84;Auvergne-Rhône-Alpes;15;1;13;211;Saint-Santin-Cantalès;306;8;314;
84;Auvergne-Rhône-Alpes;15;1;06;212;Saint-Santin-de-Maurs;357;12;369;
84;Auvergne-Rhône-Alpes;15;3;07;213;Saint-Saturnin;206;4;210;
84;Auvergne-Rhône-Alpes;15;1;13;214;Saint-Saury;190;5;195;
84;Auvergne-Rhône-Alpes;15;1;14;215;Saint-Simon;1 154;35;1 189;
84;Auvergne-Rhône-Alpes;15;3;09;216;Saint-Urcize;447;10;457;
84;Auvergne-Rhône-Alpes;15;1;13;217;Saint-Victor;109;3;112;
84;Auvergne-Rhône-Alpes;15;2;10;218;Saint-Vincent-de-Salers;66;5;71;
84;Auvergne-Rhône-Alpes;15;2;05;186;Sainte-Eulalie;211;2;213;
84;Auvergne-Rhône-Alpes;15;3;12;198;Sainte-Marie;110;1;111;
84;Auvergne-Rhône-Alpes;15;2;05;219;Salers;329;4;333;
84;Auvergne-Rhône-Alpes;15;2;05;220;Salins;145;2;147;
84;Auvergne-Rhône-Alpes;15;1;06;221;Sansac-de-Marmiesse;1 358;32;1 390;
84;Auvergne-Rhône-Alpes;15;1;01;222;Sansac-Veinazès;216;10;226;
